chapter,text
Chapter 31,nothing of Omaha; but Passepartout confessed to himself that this was
Chapter 31,"not to be regretted, as they were not travelling to see the sights."
Chapter 31,"The train passed rapidly across the State of Iowa, by Council Bluffs,"
Chapter 31,"Des Moines, and Iowa City. During the night it crossed the Mississippi"
Chapter 31,"at Davenport, and by Rock Island entered Illinois. The next day, which"
Chapter 31,"was the 10th, at four o’clock in the evening, it reached Chicago,"
Chapter 31,"already risen from its ruins, and more proudly seated than ever on the"
Chapter 31,borders of its beautiful Lake Michigan.
Chapter 31,Nine hundred miles separated Chicago from New York; but trains are not
Chapter 31,"wanting at Chicago. Mr. Fogg passed at once from one to the other, and"
Chapter 31,"the locomotive of the Pittsburgh, Fort Wayne, and Chicago Railway left"
Chapter 31,"at full speed, as if it fully comprehended that that gentleman had no"
Chapter 31,"time to lose. It traversed Indiana, Ohio, Pennsylvania, and New Jersey"
Chapter 31,"like a flash, rushing through towns with antique names, some of which"
Chapter 31,"had streets and car-tracks, but as yet no houses. At last the Hudson"
Chapter 31,"came into view; and, at a quarter-past eleven in the evening of the"
Chapter 31,"11th, the train stopped in the station on the right bank of the river,"
Chapter 31,before the very pier of the Cunard line.
Chapter 31,"The “China,” for Liverpool, had started three-quarters of an hour"
Chapter 31,before!
Chapter 32,CHAPTER XXXII.
Chapter 32,IN WHICH PHILEAS FOGG ENGAGES IN A DIRECT STRUGGLE WITH BAD FORTUNE
Chapter 32,"The “China,” in leaving, seemed to have carried off Phileas Fogg’s last"
Chapter 32,hope. None of the other steamers were able to serve his projects. The
Chapter 32,"“Pereire,” of the French Transatlantic Company, whose admirable"
Chapter 32,"steamers are equal to any in speed and comfort, did not leave until the"
Chapter 32,"14th; the Hamburg boats did not go directly to Liverpool or London, but"
Chapter 32,to Havre; and the additional trip from Havre to Southampton would
Chapter 32,render Phileas Fogg’s last efforts of no avail. The Inman steamer did
Chapter 32,"not depart till the next day, and could not cross the Atlantic in time"
Chapter 32,to save the wager.
Chapter 32,"Mr. Fogg learned all this in consulting his “Bradshaw,” which gave him"
Chapter 32,the daily movements of the transatlantic steamers.
Chapter 32,Passepartout was crushed; it overwhelmed him to lose the boat by
Chapter 32,"three-quarters of an hour. It was his fault, for, instead of helping"
Chapter 32,"his master, he had not ceased putting obstacles in his path! And when"
Chapter 32,"he recalled all the incidents of the tour, when he counted up the sums"
Chapter 32,"expended in pure loss and on his own account, when he thought that the"
Chapter 32,"immense stake, added to the heavy charges of this useless journey,"
Chapter 32,"would completely ruin Mr. Fogg, he overwhelmed himself with bitter"
Chapter 32,"self-accusations. Mr. Fogg, however, did not reproach him; and, on"
Chapter 32,"leaving the Cunard pier, only said: “We will consult about what is best"
Chapter 32,to-morrow. Come.”
Chapter 32,"The party crossed the Hudson in the Jersey City ferryboat, and drove in"
Chapter 32,"a carriage to the St. Nicholas Hotel, on Broadway. Rooms were engaged,"
Chapter 32,"and the night passed, briefly to Phileas Fogg, who slept profoundly,"
Chapter 32,"but very long to Aouda and the others, whose agitation did not permit"
Chapter 32,them to rest.
Chapter 32,The next day was the 12th of December. From seven in the morning of the
Chapter 32,12th to a quarter before nine in the evening of the 21st there were
Chapter 32,"nine days, thirteen hours, and forty-five minutes. If Phileas Fogg had"
Chapter 32,"left in the “China,” one of the fastest steamers on the Atlantic, he"
Chapter 32,"would have reached Liverpool, and then London, within the period agreed"
Chapter 32,upon.
Chapter 32,"Mr. Fogg left the hotel alone, after giving Passepartout instructions"
Chapter 32,"to await his return, and inform Aouda to be ready at an instant’s"
Chapter 32,"notice. He proceeded to the banks of the Hudson, and looked about among"
Chapter 32,"the vessels moored or anchored in the river, for any that were about to"
Chapter 32,"depart. Several had departure signals, and were preparing to put to sea"
Chapter 32,at morning tide; for in this immense and admirable port there is not
Chapter 32,one day in a hundred that vessels do not set out for every quarter of
Chapter 32,"the globe. But they were mostly sailing vessels, of which, of course,"
Chapter 32,Phileas Fogg could make no use.
Chapter 32,"He seemed about to give up all hope, when he espied, anchored at the"
Chapter 32,"Battery, a cable’s length off at most, a trading vessel, with a screw,"
Chapter 32,"well-shaped, whose funnel, puffing a cloud of smoke, indicated that she"
Chapter 32,was getting ready for departure.
Chapter 32,"Phileas Fogg hailed a boat, got into it, and soon found himself on"
Chapter 32,"board the “Henrietta,” iron-hulled, wood-built above. He ascended to"
Chapter 32,"the deck, and asked for the captain, who forthwith presented himself."
Chapter 32,"He was a man of fifty, a sort of sea-wolf, with big eyes, a complexion"
Chapter 32,"of oxidised copper, red hair and thick neck, and a growling voice."
Chapter 32,“The captain?” asked Mr. Fogg.
Chapter 32,“I am the captain.”
Chapter 32,"“I am Phileas Fogg, of London.”"
Chapter 32,"“And I am Andrew Speedy, of Cardiff.”"
Chapter 32,“You are going to put to sea?”
Chapter 32,“In an hour.”
Chapter 32,“You are bound for—”
Chapter 32,“Bordeaux.”
Chapter 32,“And your cargo?”
Chapter 32,“No freight. Going in ballast.”
Chapter 32,“Have you any passengers?”
Chapter 32,“No passengers. Never have passengers. Too much in the way.”
Chapter 32,“Is your vessel a swift one?”
Chapter 32,"“Between eleven and twelve knots. The “Henrietta,” well known.”"
Chapter 32,“Will you carry me and three other persons to Liverpool?”
Chapter 32,“To Liverpool? Why not to China?”
Chapter 32,“I said Liverpool.”
Chapter 32,“No!”
Chapter 32,“No?”
Chapter 32,"“No. I am setting out for Bordeaux, and shall go to Bordeaux.”"
Chapter 32,“Money is no object?”
Chapter 32,“None.”
Chapter 32,The captain spoke in a tone which did not admit of a reply.
Chapter 32,“But the owners of the ‘Henrietta’—” resumed Phileas Fogg.
Chapter 32,"“The owners are myself,” replied the captain. “The vessel belongs to"
Chapter 32,me.”
Chapter 32,“I will freight it for you.”
Chapter 32,“No.”
Chapter 32,“I will buy it of you.”
Chapter 32,“No.”
Chapter 32,Phileas Fogg did not betray the least disappointment; but the situation
Chapter 32,"was a grave one. It was not at New York as at Hong Kong, nor with the"
Chapter 32,captain of the “Henrietta” as with the captain of the “Tankadere.” Up
Chapter 32,to this time money had smoothed away every obstacle. Now money failed.
Chapter 32,"Still, some means must be found to cross the Atlantic on a boat, unless"
Chapter 32,"by balloon—which would have been venturesome, besides not being capable"
Chapter 32,"of being put in practice. It seemed that Phileas Fogg had an idea, for"
Chapter 32,"he said to the captain, “Well, will you carry me to Bordeaux?”"
Chapter 32,"“No, not if you paid me two hundred dollars.”"
Chapter 32,“I offer you two thousand.”
Chapter 32,“Apiece?”
Chapter 32,“Apiece.”
Chapter 32,“And there are four of you?”
Chapter 32,“Four.”
Chapter 32,Captain Speedy began to scratch his head. There were eight thousand
Chapter 32,"dollars to gain, without changing his route; for which it was well"
Chapter 32,worth conquering the repugnance he had for all kinds of passengers.
Chapter 32,"Besides, passengers at two thousand dollars are no longer passengers,"
Chapter 32,"but valuable merchandise. “I start at nine o’clock,” said Captain"
Chapter 32,"Speedy, simply. “Are you and your party ready?”"
Chapter 32,"“We will be on board at nine o’clock,” replied, no less simply, Mr."
Chapter 32,Fogg.
Chapter 32,"It was half-past eight. To disembark from the “Henrietta,” jump into a"
Chapter 32,"hack, hurry to the St. Nicholas, and return with Aouda, Passepartout,"
Chapter 32,"and even the inseparable Fix was the work of a brief time, and was"
Chapter 32,performed by Mr. Fogg with the coolness which never abandoned him. They
Chapter 32,were on board when the “Henrietta” made ready to weigh anchor.
Chapter 32,"When Passepartout heard what this last voyage was going to cost, he"
Chapter 32,uttered a prolonged “Oh!” which extended throughout his vocal gamut.
Chapter 32,"As for Fix, he said to himself that the Bank of England would certainly"
Chapter 32,not come out of this affair well indemnified. When they reached
Chapter 32,"England, even if Mr. Fogg did not throw some handfuls of bank-bills"
Chapter 32,"into the sea, more than seven thousand pounds would have been spent!"
Chapter 33,CHAPTER XXXIII.
Chapter 33,IN WHICH PHILEAS FOGG SHOWS HIMSELF EQUAL TO THE OCCASION
Chapter 33,"An hour after, the “Henrietta” passed the lighthouse which marks the"
Chapter 33,"entrance of the Hudson, turned the point of Sandy Hook, and put to sea."
Chapter 33,"During the day she skirted Long Island, passed Fire Island, and"
Chapter 33,directed her course rapidly eastward.
Chapter 33,"At noon the next day, a man mounted the bridge to ascertain the"
Chapter 33,vessel’s position. It might be thought that this was Captain Speedy.
Chapter 33,"Not the least in the world. It was Phileas Fogg, Esquire. As for"
Chapter 33,"Captain Speedy, he was shut up in his cabin under lock and key, and was"
Chapter 33,"uttering loud cries, which signified an anger at once pardonable and"
Chapter 33,excessive.
Chapter 33,What had happened was very simple. Phileas Fogg wished to go to
Chapter 33,"Liverpool, but the captain would not carry him there. Then Phileas Fogg"
Chapter 33,"had taken passage for Bordeaux, and, during the thirty hours he had"
